32,7,15,0.038
32,7,16,0.041
32,7,17,0.042
32,7,18,0.046
32,7,19,0.047
32,7,20,0.049
32,7,21,0.05
32,7,22,0.051
32,7,23,0.058
32,7,24,0.056
32,7,25,0.058
32,7,26,0.064
32,7,27,0.066
32,7,28,0.068
32,7,29,0.071
32,7,30,0.073
32,7,31,0.076
32,7,32,0.075
32,7,33,0.078
32,7,34,0.083
32,7,35,0.089
32,7,36,0.088
32,7,37,0.087
32,7,38,0.092
32,7,39,0.098
32,7,40,0.097
32,7,41,0.102
32,7,42,0.101
32,7,43,0.106
32,7,44,0.112
32,7,45,0.107
32,7,46,0.109
32,7,47,0.118
32,7,48,0.118
32,7,49,0.124
32,7,50,0.12
32,7,51,0.128
32,7,52,0.122
32,7,53,0.121
32,7,54,0.128
32,7,55,0.136
32,7,56,0.146
32,7,57,0.154
32,7,58,0.133
32,7,59,0.143
32,7,60,0.144
32,7,61,0.144
32,7,62,0.144
32,7,63,0.148
32,7,64,0.149
32,7,65,0.15
32,7,66,0.156
32,7,67,0.162
32,7,68,0.168
32,7,69,0.164
32,7,70,0.169
32,7,71,0.168
32,7,72,0.171
32,7,73,0.169
32,7,74,0.165
32,7,75,0.178
32,7,76,0.182
32,7,77,0.183
32,7,78,0.186
32,7,79,0.187
32,7,80,0.183
32,7,81,0.184
32,7,82,0.2
32,7,83,0.198
32,7,84,0.203
32,7,85,0.195
32,7,86,0.204
32,7,87,0.202
32,7,88,0.207
32,7,89,0.209
32,7,90,0.206
32,7,91,0.213
32,7,92,0.217
32,7,93,0.225
32,7,94,0.224
32,7,95,0.227
32,7,96,0.222
32,7,97,0.226
32,7,98,0.221
32,7,99,0.248
32,7,100,0.227
32,7,101,0.242
32,7,102,0.247
32,7,103,0.231
32,7,104,0.248
32,7,105,0.24
32,7,106,0.245
32,7,107,0.25
32,7,108,0.253
32,7,109,0.252
32,7,110,0.25
32,7,111,0.262
32,7,112,0.276
32,7,113,0.262
32,7,114,0.268
32,7,115,0.275
32,7,116,0.274
32,7,117,0.276
32,7,118,0.277
32,7,119,0.262
32,7,120,0.277
32,7,121,0.287
32,7,122,0.293
32,7,123,0.291
32,7,124,0.31
32,7,125,0.294
32,7,126,0.286
32,7,127,0.297
32,7,128,0.298
32,7,129,0.302
32,7,130,0.298
32,7,131,0.312
32,7,132,0.315
32,7,133,0.309
32,7,134,0.32
32,7,135,0.319
32,7,136,0.326
32,7,137,0.327
32,7,138,0.332
32,7,139,0.331
32,7,140,0.347
32,7,141,0.332
32,7,142,0.313
32,7,143,0.308
32,7,144,0.32
32,7,145,0.326
32,7,146,0.338
32,7,147,0.347
32,7,148,0.349
32,7,149,0.351
32,7,150,0.349
